P0126,Clothing,West,2.200000,61,18.00000000,SUFFICIENT
P0061,Clothing,North,8.833333,224,74.00000000,SUFFICIENT
P0031,Electronics,East,42.400000,154,356.00000000,TRIGGER REORDER
P0096,Toys,West,17.000000,128,143.00000000,TRIGGER REORDER
P0133,Clothing,South,28.533333,186,240.00000000,TRIGGER REORDER
P0125,Clothing,North,6.166666,78,52.00000000,SUFFICIENT
P0153,Furniture,North,26.366666,96,221.00000000,TRIGGER REORDER
P0094,Groceries,North,5.300000,68,45.00000000,SUFFICIENT
P0066,Clothing,North,34.133333,149,287.00000000,TRIGGER REORDER
P0031,Electronics,South,4.766666,265,40.00000000,SUFFICIENT
P0094,Groceries,East,5.800000,278,49.00000000,SUFFICIENT
P0031,Electronics,West,14.900000,173,125.00000000,SUFFICIENT
P0116,Furniture,East,10.300000,236,87.00000000,SUFFICIENT
P0017,Toys,South,0.766666,53,6.00000000,SUFFICIENT
P0096,Toys,North,1.300000,36,11.00000000,SUFFICIENT
P0046,Clothing,North,6.533333,68,55.00000000,SUFFICIENT
P0187,Clothing,South,22.733333,189,191.00000000,TRIGGER REORDER
P0070,Electronics,East,45.200000,133,380.00000000,TRIGGER REORDER
P0166,Groceries,North,11.066666,116,93.00000000,SUFFICIENT
P0159,Electronics,East,26.366666,159,221.00000000,TRIGGER REORDER
P0153,Furniture,East,5.633333,288,47.00000000,SUFFICIENT
P0066,Clothing,North,7.300000,258,61.00000000,SUFFICIENT
P0069,Clothing,North,34.400000,195,289.00000000,TRIGGER REORDER
P0094,Groceries,West,32.800000,161,276.00000000,TRIGGER REORDER
P0175,Electronics,West,18.233333,159,153.00000000,SUFFICIENT
P0046,Clothing,West,14.566666,119,122.00000000,TRIGGER REORDER
P0031,Electronics,North,5.966666,191,50.00000000,SUFFICIENT
P0066,Clothing,South,19.300000,223,162.00000000,SUFFICIENT
P0096,Toys,West,30.133333,188,253.00000000,TRIGGER REORDER
P0016,Clothing,East,15.233333,221,128.00000000,SUFFICIENT
P0116,Furniture,South,15.533333,176,130.00000000,SUFFICIENT
P0085,Electronics,North,7.633333,67,64.00000000,SUFFICIENT
P0094,Groceries,East,7.533333,92,63.00000000,SUFFICIENT
P0061,Clothing,East,1.400000,36,12.00000000,SUFFICIENT
P0133,Clothing,South,38.800000,203,326.00000000,TRIGGER REORDER
P0070,Electronics,West,10.600000,110,89.00000000,SUFFICIENT
P0046,Clothing,East,1.733333,50,15.00000000,SUFFICIENT
P0125,Clothing,West,3.233333,60,27.00000000,SUFFICIENT
P0046,Clothing,West,4.766666,102,40.00000000,SUFFICIENT
P0016,Clothing,North,5.400000,240,45.00000000,SUFFICIENT
P0061,Clothing,North,35.433333,164,298.00000000,TRIGGER REORDER
P0094,Groceries,North,23.966666,128,201.00000000,TRIGGER REORDER
P0133,Clothing,East,29.533333,203,248.00000000,TRIGGER REORDER
P0066,Clothing,North,3.433333,89,29.00000000,SUFFICIENT
P0166,Groceries,East,24.866666,155,209.00000000,TRIGGER REORDER
P0070,Electronics,East,7.633333,210,64.00000000,SUFFICIENT
P0166,Groceries,North,5.833333,285,49.00000000,SUFFICIENT
P0067,Furniture,South,5.600000,271,47.00000000,SUFFICIENT
P0068,Electronics,South,20.200000,118,170.00000000,TRIGGER REORDER
P0046,Clothing,North,22.633333,145,190.00000000,TRIGGER REORDER
P0061,Clothing,North,1.666666,55,14.00000000,SUFFICIENT
P0079,Furniture,South,18.400000,98,155.00000000,TRIGGER REORDER
P0061,Clothing,South,9.233333,129,78.00000000,SUFFICIENT
P0116,Furniture,West,10.800000,87,91.00000000,TRIGGER REORDER
P0067,Furniture,South,3.666666,102,31.00000000,SUFFICIENT
P0166,Groceries,East,41.300000,172,347.00000000,TRIGGER REORDER
P0016,Clothing,North,6.533333,257,55.00000000,SUFFICIENT
P0057,Clothing,West,13.500000,177,113.00000000,SUFFICIENT
P0126,Clothing,South,10.266666,228,86.00000000,SUFFICIENT
P0171,Electronics,South,0.733333,27,6.00000000,SUFFICIENT
P0070,Electronics,West,11.333333,93,95.00000000,TRIGGER REORDER
P0129,Furniture,West,8.533333,181,72.00000000,SUFFICIENT
P0094,Groceries,East,9.733333,109,82.00000000,SUFFICIENT
P0175,Electronics,East,27.200000,90,228.00000000,TRIGGER REORDER
P0094,Groceries,North,11.000000,237,92.00000000,SUFFICIENT
P0126,Clothing,East,16.366666,118,137.00000000,TRIGGER REORDER
P0175,Electronics,South,2.666666,90,22.00000000,SUFFICIENT
P0178,Clothing,North,23.566666,156,198.00000000,TRIGGER REORDER
P0133,Clothing,East,15.500000,94,130.00000000,TRIGGER REORDER
P0159,Electronics,East,13.666666,219,115.00000000,SUFFICIENT
P0070,Electronics,South,2.133333,74,18.00000000,SUFFICIENT
P0129,Furniture,East,4.433333,203,37.00000000,SUFFICIENT
P0133,Clothing,West,31.633333,163,266.00000000,TRIGGER REORDER
P0178,Clothing,South,10.233333,263,86.00000000,SUFFICIENT
P0149,Furniture,East,6.033333,226,51.00000000,SUFFICIENT
P0057,Clothing,South,10.866666,217,91.00000000,SUFFICIENT
P0069,Clothing,East,11.333333,176,95.00000000,SUFFICIENT
P0079,Furniture,West,10.300000,178,87.00000000,SUFFICIENT
P0079,Furniture,North,7.600000,213,64.00000000,SUFFICIENT
P0187,Clothing,South,11.566666,249,97.00000000,SUFFICIENT
P0171,Electronics,West,0.300000,65,3.00000000,SUFFICIENT
P0068,Electronics,West,17.566666,120,148.00000000,TRIGGER REORDER
P0183,Electronics,South,14.866666,94,125.00000000,TRIGGER REORDER
P0085,Electronics,East,10.933333,81,92.00000000,TRIGGER REORDER
P0116,Furniture,North,4.133333,240,35.00000000,SUFFICIENT
P0094,Groceries,West,4.233333,221,36.00000000,SUFFICIENT
P0187,Clothing,North,5.933333,67,50.00000000,SUFFICIENT
P0149,Furniture,East,29.866666,183,251.00000000,TRIGGER REORDER
P0171,Electronics,West,3.866666,234,32.00000000,SUFFICIENT
P0116,Furniture,West,11.866666,196,100.00000000,SUFFICIENT
P0178,Clothing,North,19.266666,113,162.00000000,TRIGGER REORDER
P0031,Electronics,East,8.800000,214,74.00000000,SUFFICIENT
P0166,Groceries,West,6.266666,302,53.00000000,SUFFICIENT
P0046,Clothing,West,6.300000,271,53.00000000,SUFFICIENT
P0017,Toys,West,34.200000,165,287.00000000,TRIGGER REORDER
P0031,Electronics,West,22.666666,113,190.00000000,TRIGGER REORDER
P0149,Furniture,West,11.100000,110,93.00000000,SUFFICIENT
P0083,Toys,East,9.000000,234,76.00000000,SUFFICIENT
P0016,Clothing,West,19.833333,181,167.00000000,SUFFICIENT
P0096,Toys,South,6.000000,109,50.00000000,SUFFICIENT
P0159,Electronics,South,0.666666,23,6.00000000,SUFFICIENT
P0017,Toys,South,11.200000,162,94.00000000,SUFFICIENT
P0096,Toys,North,2.266666,96,19.00000000,SUFFICIENT
P0133,Clothing,West,24.600000,206,207.00000000,TRIGGER REORDER
P0066,Clothing,West,17.800000,182,150.00000000,SUFFICIENT
P0079,Furniture,North,7.500000,87,63.00000000,SUFFICIENT
P0125,Clothing,North,25.300000,138,213.00000000,TRIGGER REORDER
P0066,Clothing,East,12.400000,113,104.00000000,SUFFICIENT
P0031,Electronics,East,1.966666,45,17.00000000,SUFFICIENT
P0061,Clothing,West,12.200000,208,102.00000000,SUFFICIENT
P0187,Clothing,East,30.366666,140,255.00000000,TRIGGER REORDER
P0159,Electronics,West,30.066666,118,253.00000000,TRIGGER REORDER
P0149,Furniture,West,3.966666,67,33.00000000,SUFFICIENT
P0067,Furniture,West,9.033333,241,76.00000000,SUFFICIENT
P0085,Electronics,South,8.000000,64,67.00000000,TRIGGER REORDER
P0159,Electronics,East,2.900000,50,24.00000000,SUFFICIENT
P0178,Clothing,West,22.533333,206,189.00000000,SUFFICIENT
P0069,Clothing,South,17.400000,149,146.00000000,SUFFICIENT
P0069,Clothing,West,1.500000,60,13.00000000,SUFFICIENT
P0133,Clothing,North,32.466666,112,273.00000000,TRIGGER REORDER
P0067,Furniture,West,12.433333,198,104.00000000,SUFFICIENT
P0183,Electronics,North,11.833333,130,99.00000000,SUFFICIENT
P0079,Furniture,West,13.766666,135,116.00000000,SUFFICIENT
P0129,Furniture,South,9.266666,102,78.00000000,SUFFICIENT
P0061,Clothing,West,11.866666,165,100.00000000,SUFFICIENT
P0125,Clothing,East,30.133333,135,253.00000000,TRIGGER REORDER
P0046,Clothing,South,25.500000,176,214.00000000,TRIGGER REORDER
P0175,Electronics,South,5.366666,216,45.00000000,SUFFICIENT
P0061,Clothing,South,4.400000,86,37.00000000,SUFFICIENT
P0068,Electronics,West,4.533333,229,38.00000000,SUFFICIENT
P0171,Electronics,South,26.500000,153,223.00000000,TRIGGER REORDER
P0068,Electronics,South,21.866666,161,184.00000000,TRIGGER REORDER
P0129,Furniture,North,5.133333,275,43.00000000,SUFFICIENT
P0017,Toys,South,6.600000,205,55.00000000,SUFFICIENT
P0096,Toys,East,4.966666,185,42.00000000,SUFFICIENT
P0096,Toys,North,1.566666,53,13.00000000,SUFFICIENT
P0017,Toys,West,18.866666,122,158.00000000,TRIGGER REORDER
P0129,Furniture,South,17.366666,145,146.00000000,TRIGGER REORDER
P0031,Electronics,South,0.966666,36,8.00000000,SUFFICIENT
P0067,Furniture,East,23.600000,112,198.00000000,TRIGGER REORDER
P0069,Clothing,North,1.500000,75,13.00000000,SUFFICIENT
P0070,Electronics,East,7.666666,90,64.00000000,SUFFICIENT
P0183,Electronics,South,1.866666,77,16.00000000,SUFFICIENT
P0079,Furniture,East,0.966666,49,8.00000000,SUFFICIENT
P0094,Groceries,South,13.000000,159,109.00000000,SUFFICIENT
P0183,Electronics,East,9.700000,77,81.00000000,TRIGGER REORDER
P0129,Furniture,West,6.433333,121,54.00000000,SUFFICIENT
P0116,Furniture,South,9.900000,219,83.00000000,SUFFICIENT
P0159,Electronics,West,24.200000,161,203.00000000,TRIGGER REORDER
P0066,Clothing,West,1.733333,56,15.00000000,SUFFICIENT
P0126,Clothing,West,15.433333,78,130.00000000,TRIGGER REORDER
P0166,Groceries,West,12.766666,99,107.00000000,TRIGGER REORDER
P0046,Clothing,East,18.566666,176,156.00000000,SUFFICIENT
P0094,Groceries,North,23.500000,188,197.00000000,TRIGGER REORDER
P0153,Furniture,South,22.633333,152,190.00000000,TRIGGER REORDER
P0057,Clothing,South,39.266666,140,330.00000000,TRIGGER REORDER
P0068,Electronics,East,23.166666,143,195.00000000,TRIGGER REORDER
P0133,Clothing,East,3.933333,77,33.00000000,SUFFICIENT
P0017,Toys,North,2.933333,89,25.00000000,SUFFICIENT
P0171,Electronics,East,23.466666,164,197.00000000,TRIGGER REORDER
P0085,Electronics,South,18.600000,190,156.00000000,SUFFICIENT
P0057,Clothing,West,22.300000,134,187.00000000,TRIGGER REORDER
P0083,Toys,North,2.000000,83,17.00000000,SUFFICIENT
P0129,Furniture,North,11.466666,198,96.00000000,SUFFICIENT
P0166,Groceries,East,15.200000,112,128.00000000,TRIGGER REORDER
P0126,Clothing,East,35.400000,161,297.00000000,TRIGGER REORDER
P0066,Clothing,North,30.900000,132,260.00000000,TRIGGER REORDER
P0153,Furniture,North,25.000000,113,210.00000000,TRIGGER REORDER
P0069,Clothing,South,15.800000,226,133.00000000,SUFFICIENT
P0183,Electronics,West,15.700000,163,132.00000000,SUFFICIENT
P0094,Groceries,East,18.933333,152,159.00000000,TRIGGER REORDER
P0171,Electronics,North,10.433333,91,88.00000000,SUFFICIENT
P0069,Clothing,West,1.700000,77,14.00000000,SUFFICIENT
P0178,Clothing,West,4.433333,223,37.00000000,SUFFICIENT
P0175,Electronics,East,0.700000,47,6.00000000,SUFFICIENT
P0046,Clothing,West,1.000000,59,8.00000000,SUFFICIENT
P0116,Furniture,North,25.533333,180,214.00000000,TRIGGER REORDER
P0079,Furniture,South,2.966666,55,25.00000000,SUFFICIENT
P0129,Furniture,East,26.866666,160,226.00000000,TRIGGER REORDER
P0083,Toys,East,15.700000,108,132.00000000,TRIGGER REORDER
P0133,Clothing,South,14.600000,312,123.00000000,SUFFICIENT
P0069,Clothing,West,23.466666,180,197.00000000,TRIGGER REORDER
P0031,Electronics,North,31.466666,131,264.00000000,TRIGGER REORDER
P0166,Groceries,North,41.433333,176,348.00000000,TRIGGER REORDER
P0094,Groceries,North,16.600000,111,139.00000000,TRIGGER REORDER
P0129,Furniture,North,3.533333,72,30.00000000,SUFFICIENT
P0067,Furniture,West,4.266666,72,36.00000000,SUFFICIENT
P0153,Furniture,North,3.733333,216,31.00000000,SUFFICIENT
P0187,Clothing,East,5.533333,266,46.00000000,SUFFICIENT
P0175,Electronics,North,22.233333,169,187.00000000,TRIGGER REORDER
P0067,Furniture,East,10.033333,238,84.00000000,SUFFICIENT
P0017,Toys,East,12.466666,161,105.00000000,SUFFICIENT
P0126,Clothing,North,25.366666,155,213.00000000,TRIGGER REORDER
P0068,Electronics,East,7.100000,220,60.00000000,SUFFICIENT
P0016,Clothing,East,25.500000,144,214.00000000,TRIGGER REORDER
P0070,Electronics,South,4.700000,243,39.00000000,SUFFICIENT
P0061,Clothing,East,2.800000,79,24.00000000,SUFFICIENT
P0149,Furniture,North,6.466666,78,54.00000000,SUFFICIENT
P0166,Groceries,South,28.533333,146,240.00000000,TRIGGER REORDER
P0129,Furniture,South,1.400000,42,12.00000000,SUFFICIENT
P0187,Clothing,West,34.900000,192,293.00000000,TRIGGER REORDER
P0079,Furniture,East,19.333333,175,162.00000000,SUFFICIENT
P0171,Electronics,East,4.566666,61,38.00000000,SUFFICIENT
P0175,Electronics,West,5.233333,202,44.00000000,SUFFICIENT
P0166,Groceries,South,5.933333,266,50.00000000,SUFFICIENT
P0125,Clothing,South,16.166666,211,136.00000000,SUFFICIENT
P0159,Electronics,East,11.400000,202,96.00000000,SUFFICIENT
P0083,Toys,South,5.900000,277,50.00000000,SUFFICIENT
P0178,Clothing,West,17.866666,97,150.00000000,TRIGGER REORDER
P0171,Electronics,North,11.466666,217,96.00000000,SUFFICIENT
P0066,Clothing,East,23.366666,173,196.00000000,TRIGGER REORDER
P0178,Clothing,South,26.666666,186,224.00000000,TRIGGER REORDER
P0183,Electronics,South,32.500000,154,273.00000000,TRIGGER REORDER
P0153,Furniture,East,20.933333,119,176.00000000,TRIGGER REORDER
P0187,Clothing,North,28.833333,193,242.00000000,TRIGGER REORDER
P0066,Clothing,North,24.266666,106,204.00000000,TRIGGER REORDER
P0149,Furniture,West,28.166666,170,237.00000000,TRIGGER REORDER
P0085,Electronics,North,23.433333,127,197.00000000,TRIGGER REORDER
P0096,Toys,East,0.866666,59,7.00000000,SUFFICIENT
P0057,Clothing,North,7.300000,100,61.00000000,SUFFICIENT
P0066,Clothing,East,6.266666,316,53.00000000,SUFFICIENT
P0149,Furniture,South,3.300000,46,28.00000000,SUFFICIENT
P0171,Electronics,West,17.300000,217,145.00000000,SUFFICIENT
P0057,Clothing,East,26.100000,174,219.00000000,TRIGGER REORDER
P0068,Electronics,West,20.033333,103,168.00000000,TRIGGER REORDER
P0116,Furniture,West,6.533333,256,55.00000000,SUFFICIENT
P0016,Clothing,West,8.700000,104,73.00000000,SUFFICIENT
P0031,Electronics,West,17.300000,130,145.00000000,TRIGGER REORDER
P0067,Furniture,South,8.500000,85,71.00000000,SUFFICIENT
P0133,Clothing,North,1.800000,52,15.00000000,SUFFICIENT
P0083,Toys,West,4.866666,237,41.00000000,SUFFICIENT
P0125,Clothing,East,8.566666,347,72.00000000,SUFFICIENT
P0017,Toys,North,7.900000,192,66.00000000,SUFFICIENT
P0096,Toys,North,1.966666,79,17.00000000,SUFFICIENT
P0178,Clothing,North,7.300000,216,61.00000000,SUFFICIENT
P0166,Groceries,South,8.100000,249,68.00000000,SUFFICIENT
P0153,Furniture,East,9.433333,102,79.00000000,SUFFICIENT
P0066,Clothing,East,13.633333,299,115.00000000,SUFFICIENT
P0159,Electronics,West,26.033333,135,219.00000000,TRIGGER REORDER
P0166,Groceries,West,14.733333,225,124.00000000,SUFFICIENT
P0061,Clothing,East,27.933333,205,235.00000000,TRIGGER REORDER
P0069,Clothing,North,14.766666,178,124.00000000,SUFFICIENT
P0031,Electronics,South,9.566666,139,80.00000000,SUFFICIENT
P0067,Furniture,South,22.133333,162,186.00000000,TRIGGER REORDER
P0166,Groceries,West,17.433333,242,146.00000000,SUFFICIENT
P0126,Clothing,West,7.633333,290,64.00000000,SUFFICIENT
P0096,Toys,North,29.133333,156,245.00000000,TRIGGER REORDER
P0178,Clothing,East,14.033333,203,118.00000000,SUFFICIENT
P0061,Clothing,East,15.666666,222,132.00000000,SUFFICIENT
P0159,Electronics,South,16.433333,143,138.00000000,SUFFICIENT
P0159,Electronics,North,9.000000,213,76.00000000,SUFFICIENT
P0159,Electronics,North,27.800000,104,234.00000000,TRIGGER REORDER
P0096,Toys,South,1.466666,49,12.00000000,SUFFICIENT
P0079,Furniture,East,7.833333,192,66.00000000,SUFFICIENT
P0187,Clothing,West,5.200000,83,44.00000000,SUFFICIENT
P0178,Clothing,South,36.833333,203,309.00000000,TRIGGER REORDER
P0069,Clothing,East,21.633333,159,182.00000000,TRIGGER REORDER
P0126,Clothing,West,25.200000,187,212.00000000,TRIGGER REORDER
P0175,Electronics,West,6.666666,311,56.00000000,SUFFICIENT
P0085,Electronics,North,5.000000,253,42.00000000,SUFFICIENT
P0046,Clothing,North,17.266666,254,145.00000000,SUFFICIENT
P0070,Electronics,North,3.466666,205,29.00000000,SUFFICIENT
P0070,Electronics,East,14.833333,193,125.00000000,SUFFICIENT
P0057,Clothing,North,29.066666,203,244.00000000,TRIGGER REORDER
P0046,Clothing,North,5.533333,128,46.00000000,SUFFICIENT
P0166,Groceries,South,25.733333,163,216.00000000,TRIGGER REORDER
P0057,Clothing,South,5.500000,266,46.00000000,SUFFICIENT
P0070,Electronics,West,4.033333,213,34.00000000,SUFFICIENT
P0126,Clothing,South,19.100000,211,160.00000000,SUFFICIENT
P0178,Clothing,East,6.866666,94,58.00000000,SUFFICIENT
P0175,Electronics,West,21.033333,99,177.00000000,TRIGGER REORDER
P0085,Electronics,North,1.833333,50,15.00000000,SUFFICIENT
P0116,Furniture,East,19.466666,127,164.00000000,TRIGGER REORDER
P0057,Clothing,West,15.666666,117,132.00000000,TRIGGER REORDER
P0129,Furniture,East,8.133333,177,68.00000000,SUFFICIENT
P0016,Clothing,North,15.466666,137,130.00000000,SUFFICIENT
P0016,Clothing,South,7.266666,270,61.00000000,SUFFICIENT
P0031,Electronics,West,4.700000,233,39.00000000,SUFFICIENT
P0159,Electronics,West,9.733333,238,82.00000000,SUFFICIENT
P0178,Clothing,South,6.066666,289,51.00000000,SUFFICIENT
P0171,Electronics,North,13.833333,200,116.00000000,SUFFICIENT
P0046,Clothing,South,7.100000,50,60.00000000,TRIGGER REORDER
P0094,Groceries,East,18.233333,169,153.00000000,SUFFICIENT
P0016,Clothing,South,26.566666,144,223.00000000,TRIGGER REORDER
P0133,Clothing,South,4.866666,83,41.00000000,SUFFICIENT
P0175,Electronics,North,18.033333,186,151.00000000,SUFFICIENT
P0061,Clothing,South,5.900000,69,50.00000000,SUFFICIENT
P0094,Groceries,South,32.566666,142,274.00000000,TRIGGER REORDER
P0187,Clothing,South,20.400000,172,171.00000000,SUFFICIENT
P0187,Clothing,West,9.733333,209,82.00000000,SUFFICIENT
P0187,Clothing,East,36.233333,189,304.00000000,TRIGGER REORDER
P0083,Toys,East,11.600000,91,97.00000000,TRIGGER REORDER
P0067,Furniture,West,3.500000,55,29.00000000,SUFFICIENT
P0129,Furniture,West,9.866666,104,83.00000000,SUFFICIENT
P0125,Clothing,South,4.066666,108,34.00000000,SUFFICIENT
P0085,Electronics,South,11.633333,207,98.00000000,SUFFICIENT
P0016,Clothing,East,25.666666,161,216.00000000,TRIGGER REORDER
P0046,Clothing,East,2.333333,67,20.00000000,SUFFICIENT
P0046,Clothing,West,1.233333,42,10.00000000,SUFFICIENT
P0149,Furniture,South,16.266666,149,137.00000000,SUFFICIENT
P0166,Groceries,East,7.900000,95,66.00000000,SUFFICIENT
P0187,Clothing,North,9.733333,296,82.00000000,SUFFICIENT
P0016,Clothing,West,9.066666,230,76.00000000,SUFFICIENT
P0116,Furniture,North,0.700000,54,6.00000000,SUFFICIENT
P0166,Groceries,West,11.700000,116,98.00000000,SUFFICIENT
P0067,Furniture,East,4.700000,221,39.00000000,SUFFICIENT
P0125,Clothing,West,21.766666,180,183.00000000,TRIGGER REORDER
P0133,Clothing,South,23.200000,160,195.00000000,TRIGGER REORDER
P0153,Furniture,West,25.866666,146,217.00000000,TRIGGER REORDER
P0031,Electronics,North,1.566666,48,13.00000000,SUFFICIENT
P0070,Electronics,North,19.700000,145,165.00000000,TRIGGER REORDER
P0094,Groceries,East,1.400000,66,12.00000000,SUFFICIENT
P0094,Groceries,North,28.633333,194,241.00000000,TRIGGER REORDER
P0175,Electronics,West,12.233333,185,103.00000000,SUFFICIENT
P0125,Clothing,West,25.333333,203,213.00000000,TRIGGER REORDER
P0079,Furniture,South,26.833333,141,225.00000000,TRIGGER REORDER
P0016,Clothing,West,13.200000,247,111.00000000,SUFFICIENT
P0057,Clothing,West,9.566666,220,80.00000000,SUFFICIENT
P0046,Clothing,North,16.333333,188,137.00000000,SUFFICIENT
P0175,Electronics,North,8.133333,229,68.00000000,SUFFICIENT
P0085,Electronics,West,15.933333,167,134.00000000,SUFFICIENT
P0067,Furniture,South,9.600000,205,81.00000000,SUFFICIENT
P0085,Electronics,West,28.800000,144,242.00000000,TRIGGER REORDER
P0166,Groceries,East,23.200000,198,195.00000000,SUFFICIENT
P0069,Clothing,West,25.333333,186,213.00000000,TRIGGER REORDER
P0096,Toys,West,11.466666,254,96.00000000,SUFFICIENT
P0061,Clothing,North,15.100000,121,127.00000000,TRIGGER REORDER
P0046,Clothing,East,29.866666,193,251.00000000,TRIGGER REORDER
P0070,Electronics,East,4.733333,253,40.00000000,SUFFICIENT
P0057,Clothing,North,13.966666,286,117.00000000,SUFFICIENT
P0016,Clothing,West,7.000000,78,59.00000000,SUFFICIENT
P0031,Electronics,East,5.100000,88,43.00000000,SUFFICIENT
P0031,Electronics,North,13.233333,217,111.00000000,SUFFICIENT
P0070,Electronics,East,14.733333,107,124.00000000,TRIGGER REORDER
P0159,Electronics,East,24.100000,116,202.00000000,TRIGGER REORDER
P0046,Clothing,North,1.166666,42,10.00000000,SUFFICIENT
